"procedure_code","block","procedure_desc","procedure_short_desc"
"4955702","1503","Arthroscopic excision of meniscal margin or plica of knee","Arthro exc meniscal margin/plica knee"
"4955800","1503","Arthroscopic debridement of knee","Arthroscopic debridement of knee"
"4955801","1520","Arthroscopic chondroplasty of knee","Arthroscopic chondroplasty of knee"
"4955802","1520","Arthroscopic osteoplasty of knee","Arthroscopic osteoplasty of knee"
"4955900","1520","Arthroscopic chondroplasty of knee with multiple drilling or implant","Arthro chondroplasty knee w dril/implant"
"4956000","1501","Arthroscopic removal of loose body of knee","Arthroscopic removal of loose body, knee"
"4956001","1503","Arthroscopic trimming of ligament of knee","Arthroscopic trimming ligament of knee"
"4956002","1501","Arthroscopic lateral release of knee","Arthroscopic lateral release of knee"
"4956003","1503","Arthroscopic meniscectomy of knee","Arthroscopic meniscectomy of knee"
"4956100","1514","Arthroscopic lateral release of knee with debridement, osteoplasty or chondroplasty","Arthro lat release knee w debride/plasty"
"4956101","1517","Arthroscopic meniscectomy of knee with debridement, osteoplasty or chondroplasty","Arthro meniscectomy knee, debride/plasty"
"4956102","1511","Arthroscopic removal of loose body of knee with debridement, osteoplasty or chondroplasty","Arthro R/O loose bd knee debride/plasty"
"4956200","1514","Arthroscopic lateral release of knee with chondroplasty and multiple drilling or implant","Arthro lat rels knee chdply & dril/impl"
"4956201","1517","Arthroscopic meniscectomy of knee with chondroplasty and multiple drilling or implant","Arthro mensectmy knee chdply & dril/impl"
"4956202","1511","Arthroscopic removal of loose body of knee with chondroplasty and multiple drilling or implant","Arthro R/O los bd kne chdply & dril/impl"
"4956300","1520","Arthroscopic repair of meniscus of knee","Arthroscopic repair of meniscus of knee"
"4956600","1503","Arthroscopic synovectomy of knee","Arthroscopic synovectomy of knee"
"4956900","1520","Quadricepsplasty of knee","Quadricepsplasty of knee"
"4970000","1529","Arthroscopy of ankle","Arthroscopy of ankle"
"4970001","1531","Arthroscopic biopsy of ankle","Arthroscopic biopsy of ankle"
"4970300","1527","Arthroscopic lavage of ankle","Arthroscopic lavage of ankle"
"4970301","1531","Arthroscopic trimming of osteophyte of ankle","Arthroscopic trimming osteophyte, ankle"
"4970302","1529","Arthroscopic removal of loose body of ankle","Arthroscopic removal loose body of ankle"
"4970303","1544","Arthroscopic repair of osteochondral fracture of ankle","Arthro repair of osteochondral fx ankle"
"4970304","1531","Arthroscopic synovectomy of ankle","Arthroscopic synovectomy of ankle"
"4970305","1544","Arthroscopic chondroplasty of ankle","Arthroscopic chondroplasty of ankle"
"4970600","1529","Arthrotomy of ankle","Arthrotomy of ankle"
"4970601","1527","Lavage of ankle","Lavage of ankle"
"4970602","1529","Removal of loose body of ankle","Removal of loose body of ankle"
"4970603","1529","Division of ankle contractures","Division of ankle contractures"
"4970900","1542","Stabilisation of ankle","Stabilisation of ankle"
"4971200","1543","Arthrodesis of ankle","Arthrodesis of ankle"
"4971500","1544","Total arthroplasty of ankle","Total arthroplasty of ankle"
"4971600","1544","Revision arthroplasty of ankle","Revision arthroplasty of ankle"
"4971700","1544","Revision arthroplasty of ankle with bone graft","Rev arthroplasty of ankle w bone gft"
"4971800","1542","Other repair of tendon of ankle","Other repair of tendon of ankle"
"4971801","1542","Repair of Achilles' tendon","Repair of Achilles' tendon"
"4972100","1526","Immobilisation of Achilles' tendon","Immobilisation of Achilles' tendon"
"4972400","1542","Secondary (delayed) repair of Achilles' tendon","Sec (delayed) repair of Achilles' tendon"
"4972401","1545","Reconstruction of Achilles' tendon","Reconstruction of Achilles' tendon"
"4972700","1542","Lengthening of Achilles' tendon","Lengthening of Achilles' tendon"
"4972800","1542","Lengthening of gastrocnemius and/or soleus tendon","Lengthen gastrocnemius &/ soleus tendon"
"4980000","1544","Primary repair of flexor or extensor tendon of foot","Prim repair flexor/extensor tendon foot"
"4980300","1544","Secondary repair of flexor or extensor tendon of foot","Sec repair flexor/extensor tendon foot"
"4980600","1530","Subcutaneous tenotomy of foot","Subcutaneous tenotomy of foot"
"4980900","1530","Open tenotomy of foot","Open tenotomy of foot"
"4980901","1544","Open tenotomy of foot with tenoplasty","Open tenotomy of foot with tenoplasty"
"4981200","1542","Transfer of tendon or ligament of foot","Transfer of tendon or ligament of foot"
"4981500","1543","Triple arthrodesis of foot","Triple arthrodesis of foot"
"4981800","1534","Excision of calcaneal spur","Excision of calcaneal spur"
"4982100","1547","Correction of hallux valgus or rigidus by arthroplasty, unilateral","Cor hallux valgus/rigidus arthroply uni"
"4982400","1547","Correction of hallux valgus or rigidus by arthroplasty, bilateral","Cor hallux valgus/rigidus arthroply, bil"
"4982700","1547","Correction of hallux valgus by transfer of adductor hallicus tendon, unilateral","Cor hallux valgus by transfer tend uni"
"4983000","1547","Correction of hallux valgus by transfer of adductor hallicus tendon, bilateral","Cor hallux valgus by transfer tend bil"
"4983300","1547","Correction of hallux valgus by osteotomy of first metatarsal, unilateral","Cor h-valgus osteotmy 1st metarsl uni"
"4983600","1547","Correction of hallux valgus by osteotomy of first metatarsal, bilateral","Cor h-valgus osteotomy 1st metarsl bil"
"4983700","1547","Correction of hallux valgus by osteotomy of first metatarsal and transfer of adductor hallucis tendon, unilateral","Cor hal val osteot metarsl trsf tend uni"
"4983800","1547","Correction of hallux valgus by osteotomy of first metatarsal and transfer of adductor hallucis tendon, bilateral","Cor hal val osteot metarsl trsf tend bil"
"4983900","1547","Correction of hallux valgus or rigidus by arthroplasty with insertion of prosthesis, unilateral","Arthroply valgus/rigidus w prosth uni"
"4984200","1547","Correction of hallux valgus or rigidus by arthroplasty with insertion of prosthesis, bilateral","Arthroplasty valgus/rigidus w prosth bil"
"4984500","1543","Arthrodesis of first metatarsophalangeal joint","Arthrodesis 1st metatarsophalangeal jt"
"4984800","1548","Correction of hammer toe","Correction of hammer toe"
"4984801","1548","Correction of claw toe","Correction of claw toe"
"4985100","1548","Correction of hammer toe with internal fixation","Correction hammer toe, internal fixation"
"4985101","1548","Correction of claw toe with internal fixation","Correction claw toe w internal fixation"
"4985400","1530","Plantar fasciotomy","Plantar fasciotomy"
"4985401","1534","Plantar fasciectomy","Plantar fasciectomy"
"4985700","1544","Replacement of metatarsophalangeal joint","Replacement metatarsophalangeal joint"
"4986000","1534","Synovectomy of metatarsophalangeal joint","Synovectomy of metatarsophalangeal jt"
"4986600","1534","Neurectomy of foot","Neurectomy of foot"
"4987800","1526","Immobilisation of foot, not elsewhere classified","Immobilisation of foot, NEC"
"5010000","1555","Arthroscopy joint, not elsewhere classified","Arthroscopy joint, NEC"
"5010001","1560","Arthroscopic biopsy of joint, not elsewhere classified","Arthroscopic biopsy of joint, NEC"
"5010200","1579","Arthroscopic procedure of joint, not elsewhere classified","Arthroscopic procedure of joint, NEC"
"5010300","1555","Arthrotomy of joint, not elsewhere classified","Arthrotomy of joint, NEC"
"5010400","1561","Synovectomy of joint, not elsewhere classified","Synovectomy of joint, NEC"
"5010600","1571","Joint stabilisation, not elsewhere classified","Joint stabilisation, NEC"
"5010900","1571","Arthrodesis of joint, not elsewhere classified","Arthrodesis of joint, NEC"
"5011200","1555","Division of joint contracture, not elsewhere classified","Division of joint contracture, NEC"
"5011500","1905","Manipulation/mobilisation of joint, not elsewhere classified","Manipulation/mobilisation of joint NEC"
"5011800","1543","Arthrodesis of subtalar joint","Arthrodesis of subtalar joint"
"5012100","1490","Transplantation of iliopsoas tendon to greater trochanter","Trnsplnt iliopsoas tend to trochanter"
"5012400","1553","Aspiration of joint or other synovial cavity, not elsewhere classified","Aspiration jt/oth synovial cavity NEC"
"5012401","1552","Administration of agent into joint or other synovial cavity, not elsewhere classified","Admin agt into jt/oth synovl cavity NEC"
"5012700","1571","Arthroplasty of joint, not elsewhere classified","Arthroplasty of joint, NEC"
"5013000","1550","Application of external fixation device not elsewhere classified","Application external fixation dev NEC"
"5020000","1560","Biopsy of bone, not elsewhere classified","Biopsy of bone, not elsewhere classified"
"5020300","1563","Marginal excision of lesion of bone","Marginal excision of lesion of bone"
"5020301","1566","Marginal excision of malignant tumour of deep soft tissue","Margnl exc malg tumour of deep soft tis"
"5020600","1563","Marginal excision of lesion of bone with cryotherapy to defect","Margnl exc lesion bone, cryothrpy dfct"
"5020601","1569","Marginal excision of lesion of bone with autograft to defect","Margnl exc lesion bone w autogft dfct"
"5020602","1569","Marginal excision of lesion of bone with allograft to defect","Margnl exc lesion bone w allogft dfct"
"5020603","1569","Marginal excision of lesion of bone with cementation to defect","Margnl exc lesion bone cmnt defect"
"5021200","1562","En bloc resection of lesion of soft tissue affecting the long bones of upper limb","En bloc resec lsn soft tis, upper limb"
"5021201","1562","En bloc resection of lesion of soft tissue affecting the long bones of lower limb","En bloc resec lsn soft tis, lower limb"
"5021500","1575","En bloc resection of lesion of soft tissue affecting long bones of upper limb, with intercalary reconstruction using prosthesis","En bloc lsn soft tis upp limb w prosth"
"5021501","1575","En bloc resection of lesion of soft tissue affecting long bones of upper limb, with intercalary reconstruction using allograft","En bloc lsn soft tis upp limb w allogft"
"5021502","1575","En bloc resection of lesion of soft tissue affecting long bones of upper limb, with intercalary reconstruction using autograft","En bloc lsn soft tis upp limb w autogft"
"5021503","1575","En bloc resection of lesion of soft tissue affecting the long bones of lower limb, with intercalary reconstruction using prosthesis","En bloc lsn soft tis low limb w prosth"
"5021504","1575","En bloc resection of lesion of soft tissue affecting the long bones of lower limb, with intercalary reconstruction using allograft","En bloc lsn soft tis low limb w allogft"
"5036900","1498","Posterior release of knee contracture with release of joint capsule, unilateral","Post rels knee contract & jt capsl uni"
"5021505","1575","En bloc resection of lesion of soft tissue affecting the long bones of lower limb, with intercalary reconstruction using autograft","En bloc lsn soft tis low limb w autogft"
"5021800","1570","En bloc resection of lesion of long bone upper limb with arthrodesis of adjacent joint","En bloc resec lsn upp limb arthrodes jt"
"5021801","1570","En bloc resection of lesion of long bone of upper limb with replacement of adjacent joint","En bloc resec lsn upp limb w replace jt"
"5021802","1570","En bloc resection of lesion of long bone of lower limb with arthrodesis of adjacent joint","En bloc resec lsn low limb arthrodes jt"
"5021803","1570","En bloc resection of lesion of long bone of lower limb with replacement of adjacent joint","En bloc resec lsn low limb w replace jt"
"5022100","1485","En bloc resection of lesion of soft tissue involving pelvis","En bloc resec lsn soft tis, pelvis"
"9031300","940","Other repair of rectum","Other repair of rectum"
"5022101","1384","En bloc resection of lesion of soft tissue involving sacrum","En bloc resec lsn soft tis, sacrum"
"5022102","1384","En bloc resection of lesion of soft tissue involving spine","En bloc resec lsn soft tis, spine"
"5022103","1400","En bloc resection of lesion of soft tissue involving scapula","En bloc resec lsn soft tis scapula"
"5022400","1384","En bloc resection of lesion of soft tissue involving sacrum with reconstruction using prosthesis","En bloc resec lsn inv sacrum usg prosth"
"5022401","1384","En bloc resection of lesion of soft tissue involving sacrum with reconstruction using allograft","En bloc resec lsn inv sacrum usg allogft"
